format,construct,timing_class,membership,metric,weighting,pairs,families,mean,positive_fraction,largest_family_share,se,df,lower,upper,inference
classroom_discussion,policy,immediate,available,h,pairs,56,1,0.02350308117620525,0.5535714285714286,1,NA,NA,NA,NA,fewer than two independent families
classroom_discussion,policy,immediate,available,h,equal_family_event,56,1,0.023503081176205223,0.5535714285714278,1,NA,NA,NA,NA,fewer than two independent families
classroom_discussion,policy,immediate,available,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,available,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,available,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,available,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,d_gender,pairs,41,1,-0.03570460704607046,0.34146341463414637,1,NA,NA,NA,NA,fewer than two independent families
classroom_discussion,policy,immediate,paired,d_gender,equal_family_event,41,1,-0.03570460704607044,0.3414634146341462,1,NA,NA,NA,NA,fewer than two independent families
classroom_discussion,policy,immediate,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,h,pairs,56,1,0.02350308117620525,0.5535714285714286,1,NA,NA,NA,NA,fewer than two independent families
classroom_discussion,policy,immediate,paired,h,equal_family_event,56,1,0.023503081176205223,0.5535714285714278,1,NA,NA,NA,NA,fewer than two independent families
classroom_discussion,policy,immediate,paired,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
classroom_discussion,policy,immediate,paired,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,available,d_education,pairs,8,1,-0.01438492063492064,0.375,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,d_education,equal_family_event,8,1,-0.01438492063492064,0.375,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,d_gender,pairs,5,1,-0.06210317460317459,0.2,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,d_gender,equal_family_event,5,1,-0.062103174603174605,0.2,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,available,h,pairs,8,1,0.022269624090187994,0.625,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,h,equal_family_event,8,1,0.022269624090187994,0.625,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,p,pairs,7,1,0.026360544217687073,0.5714285714285714,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,p,equal_family_event,7,1,0.026360544217687076,0.5714285714285715,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,p_absolute,pairs,8,1,0.034784226190476185,0.625,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,available,p_absolute,equal_family_event,8,1,0.034784226190476185,0.625,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,paired,d_education,pairs,8,1,-0.01605902777777779,0.375,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,d_education,equal_family_event,8,1,-0.01605902777777779,0.375,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,d_gender,pairs,5,1,-0.04871031746031744,0.2,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,d_gender,equal_family_event,5,1,-0.048710317460317454,0.2,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,belief,immediate,paired,h,pairs,8,1,0.020608010709928865,0.5,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,h,equal_family_event,8,1,0.020608010709928865,0.5,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,p,pairs,7,1,0.028273809523809527,0.5714285714285714,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,p,equal_family_event,7,1,0.028273809523809527,0.5714285714285715,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,p_absolute,pairs,8,1,0.03645833333333333,0.625,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,belief,immediate,paired,p_absolute,equal_family_event,8,1,0.03645833333333333,0.625,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,available,d_education,pairs,75,1,0.027447089947089946,0.52,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,d_education,equal_family_event,75,1,0.027447089947089987,0.5200000000000002,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,d_gender,pairs,57,1,-0.005734823169033695,0.40350877192982454,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,d_gender,equal_family_event,57,1,-0.005734823169033684,0.40350877192982393,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,available,h,pairs,80,1,0.007147592832535144,0.5,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,h,equal_family_event,80,1,0.007147592832535155,0.500000000000001,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,p,pairs,78,1,-0.01616554741554743,0.41025641025641024,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,p,equal_family_event,78,1,-0.016165547415547418,0.4102564102564111,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,p_absolute,pairs,80,1,0.007068452380952375,0.4375,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,available,p_absolute,equal_family_event,80,1,0.0070684523809523905,0.4375000000000009,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,paired,d_education,pairs,75,1,0.027089947089947095,0.52,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,d_education,equal_family_event,75,1,0.027089947089947122,0.5200000000000002,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,d_gender,pairs,57,1,-0.00463833194096352,0.40350877192982454,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,d_gender,equal_family_event,57,1,-0.004638331940963512,0.40350877192982393,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_mini_public,policy,immediate,paired,h,pairs,80,1,0.0077361376845106414,0.4875,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,h,equal_family_event,80,1,0.007736137684510651,0.48750000000000104,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,p,pairs,78,1,-0.014448514448514454,0.41025641025641024,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,p,equal_family_event,78,1,-0.014448514448514449,0.4102564102564111,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,p_absolute,pairs,80,1,0.009188988095238097,0.4375,1,NA,NA,NA,NA,fewer than two independent families
deliberative_mini_public,policy,immediate,paired,p_absolute,equal_family_event,80,1,0.009188988095238108,0.4375000000000009,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_combined,pairs,230,1,0.012915261528752567,0.5347826086956522,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_combined,equal_family_event,230,1,0.012915261528752619,0.5347826086956529,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_education,pairs,377,1,0.01616471202814624,0.5570291777188329,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_education,equal_family_event,377,1,0.01616471202814614,0.5570291777188285,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_gender,pairs,405,1,0.0015654877882546703,0.4419753086419753,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_gender,equal_family_event,405,1,0.0015654877882546809,0.4419753086419788,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_income,pairs,395,1,0.008369925371228413,0.5063291139240507,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,d_income,equal_family_event,395,1,0.008369925371228389,0.5063291139240503,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,h,pairs,419,1,0.04373518205327465,0.7374701670644391,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,h,equal_family_event,419,1,0.043735182053274244,0.7374701670644361,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,p,pairs,418,1,0.04355242239934751,0.7272727272727273,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,p,equal_family_event,418,1,0.043552422399347875,0.7272727272727303,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,p_absolute,pairs,420,1,0.04618327632140653,0.7333333333333333,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,available,p_absolute,equal_family_event,420,1,0.046183276321406744,0.7333333333333335,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_combined,pairs,230,1,0.013474754217081575,0.5217391304347826,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_combined,equal_family_event,230,1,0.01347475421708163,0.5217391304347834,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_education,pairs,376,1,0.01886907790009321,0.5531914893617021,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_education,equal_family_event,376,1,0.01886907790009335,0.5531914893617058,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_gender,pairs,404,1,0.001004362253452235,0.42326732673267325,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_gender,equal_family_event,404,1,0.0010043622534522364,0.4232673267326733,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_income,pairs,396,1,0.009603262218569697,0.5126262626262627,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,d_income,equal_family_event,396,1,0.009603262218569766,0.512626262626267,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,h,pairs,419,1,0.04381114643142114,0.7326968973747017,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,h,equal_family_event,419,1,0.043811146431420735,0.7326968973746986,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,p,pairs,419,1,0.044927530060374324,0.7279236276849642,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,p,equal_family_event,419,1,0.04492753006037394,0.7279236276849611,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,p_absolute,pairs,420,1,0.04776084697670831,0.7333333333333333,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,climate_belief,immediate,paired,p_absolute,equal_family_event,420,1,0.04776084697670847,0.7333333333333335,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_combined,pairs,174,1,0.008495615176649665,0.5172413793103449,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_combined,equal_family_event,174,1,0.008495615176649632,0.5172413793103425,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_education,pairs,281,1,0.01898107997647456,0.6156583629893239,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_education,equal_family_event,281,1,0.01898107997647463,0.6156583629893241,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_gender,pairs,311,1,-0.00314991110858332,0.47266881028938906,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_gender,equal_family_event,311,1,-0.0031499111085833394,0.47266881028939206,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_income,pairs,296,1,0.01400007556257556,0.5337837837837838,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,d_income,equal_family_event,296,1,0.0140000755625755,0.5337837837837829,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,h,pairs,315,1,0.033355973815822816,0.6825396825396826,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,h,equal_family_event,315,1,0.033355973815822934,0.6825396825396827,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,p,pairs,311,1,0.03447997518737066,0.6977491961414791,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,p,equal_family_event,311,1,0.03447997518737078,0.6977491961414811,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,p_absolute,pairs,315,1,0.0476494087922659,0.746031746031746,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,available,p_absolute,equal_family_event,315,1,0.04764940879226608,0.7460317460317462,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_combined,pairs,175,1,0.009042162599305464,0.5142857142857142,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_combined,equal_family_event,175,1,0.009042162599305488,0.5142857142857165,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_education,pairs,280,1,0.019599770036219606,0.6107142857142858,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_education,equal_family_event,280,1,0.01959977003621968,0.6107142857142859,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_gender,pairs,310,1,-0.002929909801351926,0.46774193548387094,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_gender,equal_family_event,310,1,-0.0029299098013519393,0.46774193548387477,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_income,pairs,296,1,0.012782972470472467,0.5371621621621622,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,d_income,equal_family_event,296,1,0.012782972470472416,0.5371621621621613,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,h,pairs,315,1,0.032853946538335885,0.6857142857142857,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,h,equal_family_event,315,1,0.032853946538335954,0.6857142857142859,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,p,pairs,310,1,0.03416993937961678,0.6870967741935484,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,p,equal_family_event,310,1,0.03416993937961701,0.687096774193551,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,p_absolute,pairs,315,1,0.04748829829782207,0.7365079365079366,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,environmental_concern,immediate,paired,p_absolute,equal_family_event,315,1,0.047488298297822265,0.7365079365079367,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,available,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,available,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,available,d_gender,pairs,517,1,-0.008408600855409376,0.4526112185686654,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,d_gender,equal_family_event,517,1,-0.008408600855409303,0.4526112185686594,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,available,h,pairs,525,1,-0.005564954820449369,0.4857142857142857,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,h,equal_family_event,525,1,-0.005564954820449444,0.4857142857142927,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,p,pairs,519,1,-0.03696436511465419,0.371868978805395,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,p,equal_family_event,519,1,-0.03696436511465392,0.37186897880539316,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,p_absolute,pairs,525,1,-0.005957962672248385,0.4419047619047619,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,available,p_absolute,equal_family_event,525,1,-0.00595796267224847,0.44190476190476824,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,paired,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,paired,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,paired,d_gender,pairs,517,1,-0.0053714784033932995,0.46034816247582205,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,d_gender,equal_family_event,517,1,-0.005371478403393251,0.4603481624758159,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs
deliberative_poll,policy,delayed,paired,h,pairs,525,1,-0.005110639111677841,0.4780952380952381,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,h,equal_family_event,525,1,-0.005110639111677909,0.47809523809524496,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,p,pairs,520,1,-0.038309424016154836,0.37115384615384617,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,p,equal_family_event,520,1,-0.03830942401615492,0.3711538461538463,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,p_absolute,pairs,525,1,-0.007626856212570511,0.43047619047619046,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,delayed,paired,p_absolute,equal_family_event,525,1,-0.007626856212570579,0.4304761904761966,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_combined,pairs,3682,1,0.006487374745514512,0.503530689842477,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_combined,equal_family_event,3682,1,0.006487374745514626,0.5035306898424777,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_education,pairs,5950,1,0.00964008807005594,0.5280672268907562,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_education,equal_family_event,5950,1,0.009640088070055067,0.528067226890738,1,NA,NA,NA,NA,fewer than two independent families
deliberative_poll,policy,immediate,available,d_gender,pairs,8389,1,0.0023794733711957282,0.4914769340803433,1,NA,NA,NA,NA,fewer than two independent families
