format,construct,timing_class,membership,metric,weighting,pairs,families,mean,positive_fraction,largest_family_share,se,df,lower,upper,inference,omitted_family
casual_discussion,policy,immediate,paired,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,hongkong_2020
casual_discussion,policy,immediate,paired,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,hongkong_2020
casual_discussion,policy,immediate,paired,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,hongkong_2020
casual_discussion,policy,immediate,paired,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,hongkong_2020
casual_discussion,policy,immediate,paired,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,hongkong_2020
casual_discussion,policy,immediate,paired,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,hongkong_2020
classroom_discussion,policy,immediate,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,available,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
classroom_discussion,policy,immediate,paired,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,consensus
deliberative_mini_public,belief,immediate,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,available,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,belief,immediate,paired,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,available,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_mini_public,policy,immediate,paired,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,shizuoka_2019
deliberative_poll,climate_belief,immediate,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,available,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,climate_belief,immediate,paired,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,available,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,environmental_concern,immediate,paired,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,policy,delayed,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,available,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,h,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,h,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,p,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,p,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,p_absolute,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,delayed,paired,p_absolute,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,tanzania_2015
deliberative_poll,policy,immediate,available,d_combined,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,policy,immediate,available,d_combined,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,policy,immediate,available,d_education,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,policy,immediate,available,d_education,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,policy,immediate,available,d_gender,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,policy,immediate,available,d_gender,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,policy,immediate,available,d_income,pairs,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
deliberative_poll,policy,immediate,available,d_income,equal_family_event,0,0,NA,NA,NA,NA,NA,NA,NA,no eligible pairs,a1r
