comparison,construct,membership,metric,family_id,mean,positive_fraction,pairs,studies
Original DPs,policy,available,d_education,11,0.031896833721833676,0.74,50,1
Original DPs,policy,available,d_income,12,0.05495041255779459,0.7142857142857143,28,1
Original DPs,policy,available,d_income,13,-0.0030129840379044593,0.4675925925925926,216,1
Original DPs,policy,available,d_income,15,0.013943173618793247,0.6111111111111112,90,1
Original DPs,policy,available,d_income,17,-0.031172839848437987,0.4166666666666667,96,1
Original DPs,policy,available,d_income,2,0.006732541208853037,0.5151515151515151,132,1
Original DPs,policy,available,d_income,4,-0.005271078929688293,0.55,60,1
Original DPs,policy,available,d_income,5,0.004002417499757874,0.46808510638297873,47,1
Original DPs,policy,available,d_income,8,-0.004184026002830835,0.53125,96,1
Original DPs,policy,available,d_income,10,0.010816941011707937,0.51010101010101,198,1
Original DPs,policy,available,d_income,16,-0.021659125592378342,0.3333333333333333,48,1
Original DPs,policy,available,d_income,14,0.008361439301233523,0.5338345864661654,133,1
Original DPs,policy,available,d_combined,12,0.022380070681629317,0.5909090909090909,22,1
Original DPs,policy,available,d_combined,13,0.006774163038216393,0.48792270531400966,207,1
Original DPs,policy,available,d_combined,15,0.006800967578987231,0.5111111111111111,90,1
Original DPs,policy,available,d_combined,17,0.011240705515804205,0.47297297297297297,74,1
Original DPs,policy,available,d_combined,2,-0.012993211274726408,0.4519230769230769,104,1
Original DPs,policy,available,d_combined,4,0.011681926143476658,0.5535714285714286,56,1
Original DPs,policy,available,d_combined,5,0.08876587147420482,0.6222222222222222,45,1
Original DPs,policy,available,d_combined,8,0.005307886233324829,0.5555555555555556,90,1
Original DPs,policy,available,d_combined,10,0.035339104669461746,0.5748031496062992,127,1
Original DPs,policy,available,d_combined,16,-0.013651479259558086,0.4666666666666667,45,1
Original DPs,policy,available,d_combined,14,0.013382425272186296,0.5284552845528455,123,1
